referenced_tweets,possibly_sensitive,author_id,reply_settings,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.impression_count,geo.place_id,withheld.copyright,withheld.country_codes
,False,1491350459822448641,everyone,"To the most talented and sweetest person, happiest birthday to you!! 💐 You're such a great influence on everyone around you. I'm so proud how much you grew as an artist. I can't wait to witness all the success you deserve 🥰

Happy birthday, my sunshine! I love u so much!!! 🤍 https://t.co/lcE9hGDbo2",0,0,0,0,0,,,
,False,1530476220957212672,everyone,"#无锡 #苏州 #福州  https://t.co/l368OERDIL
Recent whom process want.
😌😍👋💘🥰",0,0,0,0,0,,,
,False,2657111273,everyone,"Cheryl Anthony Dominic Sheridan  https://t.co/BkmgrntO2O 
#3D老虎机 #象财神",0,0,0,0,0,,,
,False,1541034365693591559,everyone,💕💕Todd Pope  #沈阳  #沈阳丝足  https://t.co/rQ17MTGA9b,0,0,0,0,0,,,
[<ReferencedTweet id=1612459599117914112 type=replied_to],False,1309861455928463361,everyone,Most of the names given to our towns are Cosmological names. https://t.co/n8m9komsCY,0,0,0,0,0,,,
[<ReferencedTweet id=1613946081423024129 type=quoted],False,611728411,everyone,Fireable offense by the coach here. https://t.co/oOSvvNbIVb,0,0,0,0,0,,,
,False,1472317789625098242,everyone,9S.e1 Check your answers with mine.          #玉林    #拉萨                           https://t.co/tyFlJpDTHI,0,0,0,0,0,,,
[<ReferencedTweet id=1613648413404405779 type=quoted],False,1215846551366590465,everyone,oh how i loved mona https://t.co/IxiCu5wyUO,0,0,0,0,0,,,
,False,1137756379589107717,everyone,💕💕Truda Bradley  #青岛  #青岛丝足  #青岛SPA  https://t.co/e3jU11zD5B,0,0,0,0,0,,,
[<ReferencedTweet id=1613932251129217025 type=quoted],False,1273478366943866880,everyone,twitter 😀🙏🏻 https://t.co/CQOODeNVku,0,0,0,0,0,,,
[<ReferencedTweet id=1613953576535035915 type=replied_to],False,724870669637410817,everyone,3 quarters done! https://t.co/zz2YheLRFE,0,0,0,0,2,,,
,False,795661029053235200,everyone,"From my #alexross collection - Marvels issue one page; signed Kingdom Come, &amp; signed @KurtBusiek #astrocity (also signed by Busiek &amp; Anderson). All books bought new off the rack in Manchester, CT. Screw grading I’ll read them again! https://t.co/I004TeMHhW",0,0,0,0,2,,,
[<ReferencedTweet id=1613953137873752079 type=replied_to],False,1584283304613871616,everyone,"NEW JEANS
Cookie was cute but I hate the rest of their songs I can’t find to stan them cause they are like a knockoff of flo https://t.co/PelMwZ5SfT",0,0,0,0,0,,,
,False,194590982,everyone,New Haven Healthy Start (NHHS) Director Natasha Ray (right in photo) has been named to the board of directors for the  National Healthy Start Association (NHSA). Congratulations Natasha! Read more here: https://t.co/hkxuDeG7rc https://t.co/jUf5jba4q2,0,0,0,0,0,,,
,False,237751601,everyone,"With women’s football in the best position it's ever been in, we’re speaking to @Cheryl_foster8 about her career, and love for the beautiful game ⚽️. If you’re keen to hear more about how you can turn your passion into a career, sign up for our talk here: https://t.co/bjX0juvZd8 https://t.co/5u9SCioBF9",0,0,0,0,0,,,
[<ReferencedTweet id=1613953758467182592 type=replied_to],False,1110534212669661185,everyone,"you CAN have nen that leans towards something else but they have to be the neighboring abilities or they'll be weak as shit and she deff wasn't weak 
and tbh even tho it was electricity thing i do feel like manipulation would've fit her more https://t.co/LMpvGc2NRJ",0,1,0,0,0,,,
[<ReferencedTweet id=1613952625439039488 type=quoted],False,78126971,everyone,Welcome to @Sentinels. If you support @shroud it will be a good run! https://t.co/36GKavh0ZL,0,0,3,0,0,,,
[<ReferencedTweet id=1613952219476549632 type=quoted],False,1074798589,everyone,"Of course, had to be Mike, had to be on Friday the 13th smh… https://t.co/FpHBaJrUOr",0,0,0,0,0,ac88a4f17a51c7fc,,
,False,3568529427,everyone,If you want to know what this recommendation &amp; future tips of the day are then follow me on other more responsibly managed (I can't believe I'm saying that!) social networks. If you want to avoid the algorithms then try Mastodon &amp; the blog. Links in the profile. https://t.co/0KCzEbsIqm,0,0,0,0,1,,,
[<ReferencedTweet id=1613952265827618836 type=quoted],False,1570822949971824645,everyone,Promote it on @nftssaga https://t.co/XItkACAz2G,0,0,0,0,0,,,
[<ReferencedTweet id=1613486812655239168 type=quoted],False,1414657420761128967,everyone,if only there was a girls only gym😔 https://t.co/TyGqomIlOi,0,0,0,0,0,,,
,True,1479860170926616577,everyone,Part 😱 01 https://t.co/Ul5A5b3rIR,0,0,0,0,0,,,
,False,437700198,everyone,Friday weather forecast at the Sony Open in Hawaii https://t.co/xjg7VdIz9O,1,0,1,0,59,,,
,False,1413547637350051843,everyone,"@RyoshiResearch 
When R speaks of name misspellings is R talking about the Gods of ""the religions"" other than I AM (IS)? 🤔 https://t.co/F5cuBfDEj6",0,0,0,0,0,,,
[<ReferencedTweet id=1613943380572098561 type=quoted],False,1092809691636346891,following,are you eligible? I am not ): @abdul_gujrut @sabina38728101 @rvzp0 @oIeksa @BenzoGangg @AliMust42320013 @Ratuu1501 @Icaro4ndrade @Rokhim171 @Olga64404811 @jayeshkoriya @zucksegg @saziusmunaroh @MichaelBscx @decryptopodcast @francis_parsiq https://t.co/6sRNzy8jXy,0,0,0,0,0,,,
[<ReferencedTweet id=1613928777590906880 type=quoted],False,1585949064406786049,everyone,Getting red a functional basic appliances that have run throughout the century perfectly is an idea that will place digital appliances above gas or any other. This will allow government agencies to control how we live. https://t.co/SjBP2Jvo3D,0,0,0,0,0,,,
,False,1322920142335102976,everyone,"🩸 BAD BLOOD

Boxxer have confirmed that they will be going to Glasgow on March 4th, with the headliner being Josh Taylor vs Jack Catterall 2.

Thoughts?

#Boxing #TaylorCatterall2 https://t.co/Ad2myl9A3t",0,0,0,0,2,,,
,False,3747644053,everyone,"Let us celebrate the auspicious occasion together.
Wishing everyone #HapppyLohri #HappyMakarSankranti
#HappyPongal

#MakarSankranti #MakarSankranti2023 #Pongal2023 #Lohri2023 #festivalsofIndia #harvestseason #lohri #pongal #festivalcelebration https://t.co/ksyoN0sHIs",0,0,0,0,0,,,
[<ReferencedTweet id=1613951512652255249 type=quoted],False,69497938,everyone,"""I was waiting for the National Guard, and I still was waiting for 911, paramedics, fire...,"" she said. ""I was waiting for anybody, and nobody ever came."" https://t.co/XZLp2Q2Mwm",0,0,0,0,1,,,
,False,2865746543,everyone,Winter Open House! Sign up at https://t.co/Qzjw3am6HZ https://t.co/emgEAvF2Bo,0,0,0,0,0,,,
[<ReferencedTweet id=1613657072431767576 type=quoted],False,911663474874486786,everyone,From the worst of humanity to the best. Have tissues ready. ❤❤🐕🐕 https://t.co/bqxqxNpm62,0,0,0,0,0,,,
,False,771771984,everyone,"Not a statpadder.. Not no.1 in the rankings.. not a captain.. 
JUST A MATCH FINISHER !

#NZvsPAK
#PakvsNZ
#BabarAzam https://t.co/glIBUJWGHr",0,0,0,0,1,,,
[<ReferencedTweet id=1613947908453273618 type=quoted],False,1003344312950755328,everyone,No doubt https://t.co/vS5ZJuGvDX,0,0,0,0,0,,,
,False,1506489549777780736,everyone,Nice balls... Ill be taking those!😈 https://t.co/WvshuHnBox,0,0,0,0,0,,,
,False,1318486078857252864,everyone,Oooh this was fun even if idk who tf this is https://t.co/H8v0DChdz5,0,0,0,0,0,,,
,False,1561821867006197762,everyone,My Kindergarteners at Sixth District Elementary made @Bengals posters today in art!!! WHOO DEYYY🧡🖤 One student asked if we could go on a field trip to the game! 🤣 @JoeyB @teehiggins5 @McPherson_Evan @Sam_Hubbard_ @Real10jayy__ @Joe_MainMixon @samajp32 @EliApple @covkyschools https://t.co/sm8xT1tKgp,0,1,0,0,4,,,
,False,1272616449429966851,everyone,"Why are they stupidly glaring eachother while they're literally going to death?
I hate them so much i want to bite them https://t.co/sUGmilIXSe",0,0,0,0,0,,,
,False,1612250894698954754,everyone,"Background practice
#art https://t.co/wTon6zzlWi",0,0,0,0,0,,,
[<ReferencedTweet id=1613941404429860865 type=replied_to],False,1483445101334609920,everyone,@FantasyFigments Here's my new favourite pet dragon https://t.co/3AIT1z744V,0,0,0,0,0,,,
[<ReferencedTweet id=1613943567017463811 type=quoted],False,147577347,everyone,This! https://t.co/IpGPwbzYev,0,0,0,0,0,,,
[<ReferencedTweet id=1608278218271850497 type=quoted],False,1349253524241190913,everyone,"I'm finally out of the hospital.
I don't think I ever will find the right words to thank you all for the time, support and prayers you've given me throughout the whole ordeal, but just understand that in each piece of work and every single project, I'll be thinking of you. ❤️‍🩹🐩 https://t.co/7Wkft1BzTj",0,0,0,0,0,,,
[<ReferencedTweet id=1613951884468916225 type=quoted],False,5862922,everyone,@Vecindario65_82 Thank you for helping spread the word about programs offered at our Stanaker Neighborhood Library! We appreciate it. https://t.co/OjhVKD1N4T,0,0,0,0,0,,,
,False,2762590286,everyone,New Tophouse EP? https://t.co/bYYfFYoAeD,0,0,0,0,1,,,
[<ReferencedTweet id=1613940290825650177 type=quoted],False,1417104747811717123,everyone,I‘m anxious https://t.co/8dHsjO3idy,0,0,0,0,0,,,
,False,3781904952,everyone,"BethanyLesliePhoebeCaretaker   
#平阳水头 #广州 https://t.co/yBqEzrtcHd",0,0,0,0,1,,,
[<ReferencedTweet id=1613920473858834436 type=replied_to],False,1568305550521155590,everyone,"@dayoisrael And the children of the top dogs are called “Young Statemen” placed to take over where their papa left.

U see say dem no rate una at all? No, una no go see am because na down payment for the corn wey una receive blind una eyes. Sheeeeepppps, ewure! https://t.co/OyrOqBudiP",0,0,0,0,0,,,
[<ReferencedTweet id=1613953357462507521 type=replied_to],False,1408838588075167748,everyone,@Lovelysubhaa happy weekend https://t.co/BKSA3nZ33J,0,0,0,0,0,,,
[<ReferencedTweet id=1613284104413368338 type=replied_to],False,1013930401398571010,everyone,@rutilande Gophucyourself racist pieceofshit https://t.co/P27cDjgfTo,0,0,0,0,1,,,
[<ReferencedTweet id=1613561870245396480 type=quoted],False,971824986213171200,everyone,I was going to try to be better but I changed my mind I’ll try again next year https://t.co/e9AoJivVQs,0,0,0,0,1,,,
,False,100466394,everyone,"Yeah, uh, that's a dodge from me dawg #PS5Share #DeadbyDaylight https://t.co/g20q6oPKQ6",0,0,0,0,0,,,
,False,1579682837472632832,everyone,"This could be us but u playing,... &lt;3 https://t.co/PiWvRZcQgE",0,0,0,0,0,,,
[<ReferencedTweet id=1613717424645324803 type=quoted],False,1214835624844255232,everyone,Man draws the line somewhere.... https://t.co/LxlLgq1iud,0,0,0,0,0,,,
[<ReferencedTweet id=1613404752389496833 type=quoted],False,412591178,everyone,dj soda in the house🤧 https://t.co/FoT9ZQw7Jr,0,0,0,0,1,,,
[<ReferencedTweet id=1611165353677295618 type=quoted],False,1412782504860209153,everyone,"Functional patent claims + Amgen v. Sanofi case before Supreme Court. Slides from our CLE yesterday: https://t.co/1kPtzAP6wV. Bottom line: case is dangerous, could upset patent system's delicate balance ... or not. https://t.co/kUHgbwjAe0",0,0,0,0,0,,,
,False,1591001967786352640,everyone,"Love is so hard but I want you to try. It's your mountains and rivers that burn my heart.

#ApoNattawinxDiorTaipei
#Nnattawin
@Nnattawin1 https://t.co/4t80ygNbuj",0,0,0,0,2,,,
[<ReferencedTweet id=1613882651923939328 type=quoted],False,1573039914064691203,everyone,Despite the fact he dropped 29 G/A last season I was still campaigning on him to leave https://t.co/2tGFyQaB0b,0,1,0,0,0,,,
,False,1463884581161955336,everyone,"don't even ask me why I have this many accs, it's getting out of hand https://t.co/nIZCNlzC3z",0,0,0,0,0,,,
[<ReferencedTweet id=1613823256561319936 type=replied_to],False,1290211570400686087,everyone,@TONGTONG_C Thank you kindly for @TONGTONG_C for the give away and for hosting ILY:1 they are such lovely girls &amp; I'm wishing all the best for them for Twinkle Twinkle 💕#ILY1_TwinkleTwinkle_TONGCUL https://t.co/cmPJVTaDMD,0,0,0,0,0,,,
[<ReferencedTweet id=1613871161921925127 type=replied_to],False,1574054907199512577,everyone,"@leyzerok @AzukiOfficial FOUNDATION NFT COLLECTION

Market: @foundation 
Name: Hot Girls Photo
Blockchain: Ethereum
Sale Price: 0,06 $ETH
Link: https://t.co/fnPVAaRKls…
Token Standard: ERC-721
Owned by: hotgirlsphoto

#NFT #NFTs #HotGirlsPhoto #NFTCommunity #Ethereum https://t.co/YKA8mXrjIv",0,0,0,0,0,,,
,False,1232625698294181888,everyone,All the treasures p #推特刷粉丝 #推特粉丝 #推特刷粉  R I L of the earth     https://t.co/ItEUjIUXgn,0,0,0,0,0,,,
[<ReferencedTweet id=1613953297509134338 type=replied_to],False,1221718759527727104,everyone,I would request @vinodscaria to organize a twitter space regarding this so that we can bring in better govt attention to what looks like a major scandal.,0,0,0,0,0,,,
[<ReferencedTweet id=1613953375061827588 type=replied_to],False,1197162820393025536,everyone,"@soundsof_cheol @BLACKPINKOLA @kchartsmaster @pledis_17 Midpink surpassed 100M views on yt with ease unlike 17

https://t.co/7MKTF9CHiG",0,0,0,0,0,,,
[<ReferencedTweet id=1613802764038979585 type=replied_to],False,1175776815018926082,everyone,@TSwiftNewsFR TAYLOR GANG OR DIE https://t.co/INglGZNQDm,0,0,0,0,0,,,
,False,1511735862073171968,everyone,Baby https://t.co/w9wlwr9Bfp,0,0,0,0,0,,,
,False,760936264459808769,everyone,"Brain is so fried from learning about three different sciences at the same time. After I get this degree, I am never going back to school again https://t.co/KESy6z3g9g",0,0,0,0,0,,,
[<ReferencedTweet id=1613288582021632011 type=quoted],False,1296781736437833730,everyone,"super
#ErkanMeriç https://t.co/RQF3sN09qa",0,0,0,0,0,,,
,False,3332737186,everyone,Thank you to @TheTelegraph__ for featuring our collection of letters from the secretary of Edward VIII https://t.co/0sxkygW9sa,0,0,2,0,0,,,
[<ReferencedTweet id=1613947798587678720 type=replied_to],False,2719498510,everyone,@TaiyoPilots @meltytanti Based Melty https://t.co/PDqw9iK9DI,0,0,0,0,0,,,
[<ReferencedTweet id=1613953350403330058 type=quoted],False,1272082048216436738,everyone,"their parasocial relationship to dream seems to be getting way out of hand 😭😭 he doesn’t know u &amp; he doesn’t care abt u, he isnt ur bf, hope this helps! https://t.co/InNXHgz2cD",0,0,0,0,0,,,
[<ReferencedTweet id=1613953341108752384 type=quoted],False,3883299045,everyone,#Varisu #Vaarasudu Varisu Leading Thunivu all over comfortably 🔥🔥🔥 https://t.co/ZfRzotay6s,0,0,0,0,0,,,
[<ReferencedTweet id=1613951622983585792 type=quoted],False,20295438,everyone,"We have Apple, Microsoft, Google, Meta, and the rest growing fat and rich on stolen land, and look how the original people still live. Something isn't right. If the US is so righteous, why don't they pay the original people of America for living here? https://t.co/NtTWH6mWX4",0,1,0,0,0,,,
[<ReferencedTweet id=1613593814240722951 type=quoted],False,1376905568162623491,everyone,"Eritrea continues to commit atrocities, block humanitarian aid and massacres to extinct Tigrayans from their land. #IrobMassacre #800DaysOfTigrayGenocide @UN @hrw @amnesty @UN_HRC @IntlCrimCourt @StateDept @MikeHammerUSA https://t.co/amZ6qfKjMc",0,0,0,0,0,,,
,False,1333517633140838400,everyone,"that's why no physical tasks in bb16, cause they know Shiv can destroy them all!🔥

Task Slayer Shiv Thakare 

#ShivThakare #BiggBoss16    
https://t.co/OHzHNpkDkT",0,0,0,0,0,,,
[<ReferencedTweet id=1613659855012696067 type=quoted],False,356208416,everyone,"#hailstate #seized #news #ukraine #usa #women #crypto #russia #pfizer #usps #omnicron #Hunterslaptop #Laptop #cordea #fridaymorning #cutch
This is why no sane person watch's these shows.  Highlighting a Satan worshiping dictator https://t.co/5H7L6GgBQq",0,0,0,0,0,,,
[<ReferencedTweet id=1613386760679047169 type=quoted],False,61551275,everyone,Lmfaoo nah who tf is tellin y’all to do these things tho 🤣🤣🤣 https://t.co/iISLdZCa15,0,0,0,0,0,,,
,False,84202522,everyone,"I really, truly wanted to like Velma, but

· it's not funny just ""edgy""
· Velma and Norville are off-character, instead they're just like every Mindy Kaling character and every Sam Richardson character
· friendzone plot that belongs in the 00s
·did this start as a different IP?? https://t.co/63ytofEI8b",0,0,0,0,0,,,
[<ReferencedTweet id=1613952495495286786 type=quoted],False,1084827089109508099,everyone,Miss mamas you got something to tell us? https://t.co/VERtWqhXs4,0,0,0,0,0,,,
,False,1256400191223222272,everyone,"recently rediscovered that one thread of that one guys awful ace attorney tier lists (not qrting it bc i dont want it on everyones tls all day again) and i must say it becomes SIGNIFICANTLY worse once you've played investigations. 

these positions invoke genuine pain in my soul https://t.co/dESwmryHbl",0,1,0,0,0,,,
[<ReferencedTweet id=1613647789711589376 type=replied_to],False,958710124830384128,everyone,@PiersUncensored @piersmorgan @TalkTV Pierce Morgan is just like Alex Jones https://t.co/Vkzl90fFda,0,0,0,0,0,,,
,False,1389948146919387136,everyone,q`8%s I have my hair cut every month.                            #烟台  #廊坊 #绍兴     https://t.co/ypioigcmPD,0,0,0,0,0,,,
[<ReferencedTweet id=1613948541927591936 type=quoted],False,3218941202,everyone,No why this be me I be mad ash😂😂 https://t.co/XZREYcsN6S,0,0,0,0,0,,,
,False,1285220250368323585,everyone,Save the day - FREE YOGA CLASS https://t.co/Am38Lw284H,0,0,0,0,1,,,
,False,586856127,everyone,the it's the freaking weeking baby twitter is a load bearing wall on my mental health,0,0,0,0,0,,,
,False,778885399,everyone,Anyone know what area code is 305 so I can at least narrow it down. @corn_porkNbeans help https://t.co/mlVjKiJ6AJ,0,0,0,0,0,,,
,False,581519337,everyone,;hp]T  John asked Grace to marry him，      #青海   #云南            https://t.co/Q8lYA97b0N,0,0,0,0,0,,,
[<ReferencedTweet id=1613945275848208384 type=quoted],False,1509236117282951180,everyone,"""oh look, it's the angel of thursday. what do you need?"" https://t.co/wqm2zUezQ5",0,0,0,0,0,,,
[<ReferencedTweet id=1613952937889337365 type=quoted],False,793045292,everyone,team https://t.co/xHKd3ANIGL,0,0,0,0,1,,,
,False,489198267,everyone,"g he made
straight for the neares
IHERB_Code_is (( FBC7556 )) enjoy_discount_promocode_voucher_coupon_discounts_rewards_offers_perfume_promo_
 robe of eyes was blinded, but https://t.co/YsSfyaAqNW",0,0,0,0,0,,,
[<ReferencedTweet id=1613902987600211972 type=quoted],False,930458237047992321,everyone,"Congratulations to @maxfawcett and the @NatObserver for achieving mainstream media status!

You must be doing something right to get them this riled up.

#cdnpoli #abpoli https://t.co/KfWrLhrt2L",0,0,0,0,0,,,
,True,1325159468175253504,everyone,blue balls https://t.co/HCRRhlosPo,0,0,0,0,0,,,
,False,2313027666,everyone,"Notification to teachers at #Zhengzhou University, saying, since we haven't received any funds from the financial department, we can't pay salaries this month. Will let you know when we receive the fund. 
For more about #CCP's financial crisis, watch: 
https://t.co/ojMJXvxgcK https://t.co/4O956odGta",0,0,0,0,6,,,
[<ReferencedTweet id=1613950838392721408 type=quoted],False,1392442179256086529,everyone,Enhypen had a long flight okay for 12 HOURS. and the first thing you could do is mob them?? seriously? I know y'all want to meet enha but like why would you decide to invalidate their personal space? you could at least give them a warm welcome since it's their first time https://t.co/QSJzISBCQZ,0,1,0,0,0,,,
[<ReferencedTweet id=1613886377166503937 type=quoted],False,1507353030311636993,everyone,"It's both going to be funny and romantic if Maria Clara, Ibarra and Fidel get warped into the modern world. Imagine the culture change and imagine Klay's reaction to it. 

FILAY MagkaibangMundo

#MariaClaraAtIbarra #FiLay #MCIPaalam https://t.co/jDkjh5w9oj",0,0,0,0,0,,,
,False,1603759503740370945,everyone,Do you like my pokemon? 🥺💕 🌼 600   #郑州资源   #郑州   https://t.co/l98P7at15q,0,0,0,0,0,,,
,False,1038122153928019968,everyone,#RT @CampbellAPS: When your students know you so well and they make you a tabby cat ring for a stem activity ❤️❤️🐱 https://t.co/dtG5YN7CEV,0,0,0,0,0,,,
[<ReferencedTweet id=1613889502883241984 type=quoted],False,1378864088378449924,everyone,I’m so ready. https://t.co/JRvACbm2fc,0,0,0,0,0,,,
[<ReferencedTweet id=1613718851484614656 type=quoted],False,1033568106289934337,everyone,Deft is in an article again 😅 https://t.co/9HFuMTrE2f,0,0,1,0,0,,,
,False,1372528855903313921,everyone,"23/1-oI77` I crossed mountains for you 
#宁德 #周口 #宿迁 https://t.co/ZgcZootH56",0,0,0,0,0,,,
[<ReferencedTweet id=1613878275687735297 type=quoted],False,110753128,everyone,"""Wait, should I do my introduction?"".   LOVE IT!!  That little man is going places!  🙌 https://t.co/K4GJpUH7aA",0,0,0,0,1,,,
,False,1607728389833596929,everyone,u4 And Ia€?m not sure therea€?s anyone better at yanking up their galoshes and trudging onward in the face of loss #洛阳 #威海 #盐城 https://t.co/S8pOD9Rqeg,0,0,0,0,0,,,
[<ReferencedTweet id=1613099763020488704 type=quoted],False,1356908054,everyone,Or a Freudian dream 😂 https://t.co/xwHzQRuxEx,0,0,0,0,0,,,
,False,3420873988,everyone,"How I wklahfhat85.243 I could say it 
#四川 #德阳 #乐山 https://t.co/BuQlMTA83w",0,0,0,0,0,,,
[<ReferencedTweet id=1613953297777397767 type=quoted],False,1576151200940138496,everyone,"I’ve had a similar issue 
Contact their support team directly , send ‘em a mail Community.metamask.us@gmail.com,  they’ll assist you. https://t.co/EBgRay6UnY",0,0,0,0,0,,,
[<ReferencedTweet id=1613944990492758032 type=quoted],False,1539273111245402112,everyone,A routine period https://t.co/2oNSVfpdcq,0,0,0,0,0,,,
,False,1405229927373459460,everyone,"I also picked up these delicious lozenges from @UrbFinestFlower!

I particularly ~love~ the 🍉 flavor. Go check em out! #urb #liftedmade https://t.co/03eIoNhYkp",0,0,0,0,0,,False,['AE']
[<ReferencedTweet id=1613925522639036418 type=quoted],False,1553168239642959872,everyone,Idk that sounds like an improvement https://t.co/7onuZt4kqx,0,0,0,0,0,,,
[<ReferencedTweet id=1613945814866612224 type=quoted],False,745016695350267904,everyone,Make your next drive a more relaxed one; take a ride with @Karamo of @QueerEye. #copilot https://t.co/Uy5ZAZxazp https://t.co/Pcn1npSYOi,0,0,0,0,0,,,
[<ReferencedTweet id=1613945707366420480 type=quoted],False,402952065,everyone,"Christian Wilkins was the best nose tackle in the NFL this year, where the hell is the respect man https://t.co/09lj1r7hzu",0,0,0,0,0,,,
[<ReferencedTweet id=1613880806564581378 type=quoted],False,1374392648316841986,everyone,the skrunkle 😞 https://t.co/dFV3LGkVM9,0,0,0,0,0,,,
,False,1339166129110065152,everyone,"🚨 The latest GB News Clips of the Week are coming up at 8pm on Mark Dolan Tonight. Don't miss it!

Until then enjoy these stellar moments from last week!

📺 Freeview 236, Sky 512, Virgin 604 
🖥 GB News on YouTube https://t.co/Wa58gYHxmd https://t.co/p8WziRqHef",0,0,0,0,24,,,
[<ReferencedTweet id=1610332658847858689 type=replied_to],True,1595474199358980100,everyone,@GranniesLoving Omg ur so sexy and beautiful got my attention now so horny.. https://t.co/72Yjez7O2T,0,0,0,0,0,,,
[<ReferencedTweet id=1613953083884670983 type=replied_to],False,274299856,everyone,"@brookebikesmke Bro, what?! I had no idea these things existed! https://t.co/GFsDjt3qhQ",0,0,0,0,0,,,
[<ReferencedTweet id=1612090408875745281 type=quoted],False,718864408571736064,everyone,THIS IS LITERALLY THE EXACT OPPOSITE OF WHAT IT SAYS. LIKE YOU HAD TO READ LITERALLY ANY NEW TESTAMENT PASSAGE WITH A BOOK OF ANYONYMS TO GET THIS READ https://t.co/2uMr2KpFK3,0,1,0,0,0,,,
,False,708866459859066880,everyone,Cornelia Dutt 💇🏾 🥂 Marshall Katte Newman Howell(s) #太原 https://t.co/lZ2ODU3g22,0,0,0,0,0,,,
[<ReferencedTweet id=1613744994300428290 type=replied_to],False,824715172044505089,everyone,@DrLongissimus Or just passing another radiologist in the hallway… https://t.co/9FsNMJXIAt,0,0,0,0,0,,,
,False,1610271233807110145,everyone,"Happy Lohri Wallpaper with Sai Baba Image

Download Link: https://t.co/fvWkpH9hGH

#SaiYugNetwork #SaiBabaHDImages #SeasonsGreetings #HappyLohriWallpaper https://t.co/EoxCgBVGak",0,0,0,0,0,,,
,False,996110912,everyone,is is an important s1  0.04   adf md ly 0112  #反差 #反差婊 #红绿灯  https://t.co/jwjeeJhYlo,0,0,0,0,0,,,
[<ReferencedTweet id=1613672274263003139 type=quoted],False,4679684396,everyone,no we don’t https://t.co/WgZ2gSUrno,0,0,0,0,0,,,
[<ReferencedTweet id=1613815865450848258 type=replied_to],False,1604860941732020227,everyone,"@CryptoBusy The market may go down but that is no reason to give up on your investment!  Stay strong and trust @Coinerr_ERR, things will change soon enough ❤️💯
#TRANZACTO
$ERR #Coinerr https://t.co/v3jTvUz00i",0,0,0,0,0,,,
,False,1438194920267812864,everyone,miss him💗 https://t.co/SEvGyaev6X,0,0,0,0,0,,,
,False,4244215460,everyone,༚✧˳⁺⁎ ZOOM ⁎⁺˳✧༚ 👀🤍 https://t.co/GdJzrNawbS,0,0,0,0,0,,,
[<ReferencedTweet id=1613938878225813512 type=quoted],False,1548690190683713548,everyone,Being a commie propagandist is a good reason to be shadow banned. https://t.co/9iFslzgNLs https://t.co/7FiBzI9Pni,0,0,0,0,3,,,
[<ReferencedTweet id=1613953757792079873 type=replied_to],False,1399164480291016704,mentionedUsers,"The projections had Mason Plumlee at 14.2 points and 10.2 rebounds, Bam Adebayo 24.4 points and 10.9 rebounds, and Nurkic 13.6 points and 9.7 rebounds. I stay away from the players that are -200 or higher for a DD, so these were the ones that I went with. https://t.co/bYB70Ll48R",0,0,0,0,0,,,
,False,2990837313,everyone,"jsdhglt colse355 your eyes 
#调兵山 #营口 #铁岭 https://t.co/kQLFqCsFHI",0,0,0,0,1,,,
,False,2987922933,everyone,"Monica Cake 
#alessiacake #cake #cakes #13gennaio
#TikTok
https://t.co/I8XQdhuAkr https://t.co/cWVr9SMLQl",0,0,0,0,0,,,
[<ReferencedTweet id=1613953413003317273 type=quoted],False,1535334144804327424,everyone,i wish we didnt have to involve politics into every single fucking thing. this shit is ruining the only thing that brings our awaam together https://t.co/5LbDRJlra5,0,0,0,0,0,,,
,False,1526098019686432768,everyone,"#青岛 #西安 #宁波  https://t.co/GW7ASlJoBR
Picture avoid state itself just source.
😀💌💯💘🤨",0,0,0,0,0,,,
,False,1331571671677984845,everyone,"HE IS SO FINE LORD
 https://t.co/ggpwzbQE6V",0,0,0,0,0,,,
,True,1493514057466396674,everyone,Gummy worms https://t.co/HpOALNzzHv,0,0,0,0,1,7cb5ba529058a15f,,
[<ReferencedTweet id=1613951267302248473 type=quoted],False,1228737786284564481,everyone,"In case anyone is curious how to credit your artists on Twitch! :D

First two screenshots are for the streamer, the other two are for the artist. https://t.co/jdp7Bb1bEj https://t.co/OIR5KkzJ2f",0,0,0,0,0,,,
[<ReferencedTweet id=1613590336521277440 type=replied_to],False,979619999936491520,everyone,oh tofiq ure so fine. ure so fine u blow my mind https://t.co/hSs3FPVbcr,0,0,0,0,0,,,
,False,1531302730379182081,everyone,Me when he's busy https://t.co/jg3iDga2Re,0,0,0,0,0,,,
[<ReferencedTweet id=1613914039976861697 type=quoted],False,1259859649370763265,everyone,"When ""negaflash"" liquifies that dude's girlfriend in the first episode, I stopped watching.

Why would I go back through with this news? https://t.co/gjlhoWcuHg",0,0,0,0,0,,,
[<ReferencedTweet id=1613596033019166721 type=quoted],False,1468360290115153920,everyone,nothing empowering about it at all https://t.co/JBGYbxyRMw,0,0,0,0,0,,,
[<ReferencedTweet id=1613823256758489088 type=quoted],False,1311028369992155137,everyone,Last part😭🤣 https://t.co/pQ6C6CKY5t,0,0,0,0,0,,,
[<ReferencedTweet id=1613937667233783808 type=quoted],False,307943555,everyone,What a time it was back then 🔥 https://t.co/bld0Hi0Ab6,0,0,0,0,2,,,
[<ReferencedTweet id=1613953635981099011 type=quoted],False,1603145341913677833,everyone,Money is not a motivating fact. https://t.co/5ZXpxz2nfk,0,0,0,0,0,,,
