,tweets,hashtags,mentions
398,@northwolf911 Thank you for sharing this wolf i needed to hear this!! https://t.co/H8LD9Y8LG0,[],['@northwolf911']
399,"And because they tried to give schoolchildren class credit to work on their campaign.   No, wait. Only one mayor has THAT problem. https://t.co/azcnUwn6Pu",[],[]
400,Finally First look of our Favourite Bhediya is here   and as expected it's     ! Eyes n expressions after transfornation r Fab @Gashmeer  #GashmeerMahajani  #IshqMeinGhayal  #IshqMeinGhayalWithGashmeer https://t.co/QqfzUj3jxl https://t.co/edBKQ9bYz1,"['#GashmeerMahajani', '#IshqMeinGhayal', '#IshqMeinGhayalWithGashmeer']",['@Gashmeer']
401,The same way women pick bad baby daddies is the same way men marry women that aren't wives. Ozenzile akha khalelewa https://t.co/BuiD7wYWFB,[],[]
402,I am glad that they realized this blatantly obvious fact that has been a hinderance on this offenses s success for the past 5 season. Good job! https://t.co/KvMtPtktoJ,[],[]
403,QuentinTabithaMadelineFabian    #   #    https://t.co/0M27VEOWGy,[],[]
404,Monstro https://t.co/jGByfl2oIb,[],[]
405,My dawg. https://t.co/IIKG0xzVQ0,[],[]
406,After two seasons this is such a huge accomplishment! Thank you for tuning in every week! Can t wait for season 3! https://t.co/l4QkXLYp56,[],[]
407,"We heard #Houston had a problem, so we're bringing solutions. Meet us in the Lone Star state w/ @hjug to learn how #messagedriven communication can build smarter #microservices to meet end user needs. Learn more in the links threaded below. https://t.co/U2aRC4OENJ","['#Houston', '#messagedriven', '#microservices']",['@hjug']
408,After eternity husband wife spotted   #TejRan #Tejasswiprakash #Karankundrra https://t.co/K0pIH3Z1aT,"['#TejRan', '#Tejasswiprakash', '#Karankundrra']",[]
409,"""What are your weekend plans?""  Me, planning to sit on the couch and watch football all day:  https://t.co/28r2oAGohh",[],[]
410, It s about wrestling with a reality that is always pulling you open.     https://t.co/Ii1cIoHbuy,[],[]
411,BETUL https://t.co/5qSdk2XsYG,[],[]
412,Hydrogen bomb vs coughing baby https://t.co/t90nLOqIwD,[],[]
413,"You had two choices, Reo. Eat your snack but wait for 30 minutes before going to sleep,p or just sleep and eat your snack tomorrow. Which one are you gonna choose? https://t.co/xf8oPk3Pug",[],[]
414,@Uyghur Oghly @WMuslimCC GET YOUR FACTS RIGHT! Those are Drug addict criminals in rehab treatment programme!! https://t.co/UjxXkG0DWv,[],"['@Uyghur', '@WMuslimCC']"
415,@hxhtwtooc the author https://t.co/KJdka794u9,[],['@hxhtwtooc']
416,1/12 x1  The guilty will weep and the bitter will heal  #   #   #   https://t.co/tperCdb6oY,[],[]
417,"""Ay there's McSpaghetti on the menu""  ""YOU MUST BE INSECURE""  I was unaware that the asylum had a escapee   https://t.co/kBC4DL6pDN",[],[]
418,me and @overstaythemoon https://t.co/G2pmvnfx3l,[],['@overstaythemoon']
419,@Bhairavinachiya Okk okay Order Ready https://t.co/7HjXi3Q33T,[],['@Bhairavinachiya']
420,dA Request   Sailors Moon and Venus https://t.co/AV7JYTOn9Q,[],[]
421,It s about time they got something right!    https://t.co/G22tdSuoEw,[],[]
422,Man who fled police and jumped into a Lancashire river is found. https://t.co/Lz7AR9lGZF,[],[]
423,"Could ve signed anyone in the world, everyone wanted us and FSG treated us to this https://t.co/rkDmZHvZ2S",[],[]
424,FUCK YOU https://t.co/nrgGAL1rg9,[],[]
425,"@Route66Historic @CraigChamberlin @mtaibbi What is offensive about this tweet @twitter @twittersupport   I have over 20 years of experience in IT.   Consider this my resume. DM me about a job offer, I can fix your shit.",[],"['@Route66Historic', '@CraigChamberlin', '@mtaibbi', '@twitter', '@twittersupport']"
426,  )CQ He knows English better than I.        #     #     #       #                                       https://t.co/wu0BQgCDWT,[],[]
427,".@RepRoKhanna is not my congressperson, but enjoy immensely   his informative recurring call in progressive town halls with @Thom Hartmann   I listen live Thom Hartman Radio Program live via TuneIn, or later if in meetings, etc. via dropped podcast. https://t.co/2tCZBHrSXB",[],"['@RepRoKhanna', '@Thom']"
428,"@Margot loves me gold broke 1900 and I see many hands of lettuce I do not see the miners shoot. but there are good opportunities today to buy an Abra, AGX, https://t.co/GNspp07AsO",[],['@Margot']
429,this shit was entertaining as hell lmao. https://t.co/UsdXBiQyKQ,[],[]
430,"Multi world 3D dress up mobile game! Travel through time, meet special people, and collect a wide variety of clothing... Go on a magical journey in #Time Princess now! Download at: https://t.co/1Q4s3cs7oJ https://t.co/ukkrS32KsU",['#Time'],[]
431,the fact that anyone believes this shows you how dumb some of the public is. https://t.co/h5UVJn3nie,[],[]
432,SCREAMS https://t.co/DXxlkhdzIB,[],[]
433,@kpopsapphic frank :P https://t.co/4BV7KghH45,[],['@kpopsapphic']
434,Damn. https://t.co/Kidk4A5FTm,[],[]
435,Which billiards legend would you want to play against: @EfrenReyes or @ThorstenHohmann? Join us for their exhibition match on January 18th starting at 6 pm ET. Watch it in person ( 20 at the door) or on Pay Per View ( 4.99) by streaming here: https://t.co/EU2Vj5GKtr https://t.co/hEOFbuPsxm,[],"['@EfrenReyes', '@ThorstenHohmann']"
436,Do you like my pokemon?           #   #     https://t.co/7AH1F5xwAI,[],[]
437,"Reason number 85,000,000,000 why dating is a no for me bro https://t.co/yXcUOP0VfI https://t.co/iZ56jeBxPB",[],[]
438,Right back at ya! @gofcsonc https://t.co/zJz8o4xYz2,[],['@gofcsonc']
439,  KATE   IS ONLINE NOW:  LIVE   DIRECT ON CHATURBATE. DIRECT ROOM CLICK HERE:  https://t.co/IxuAGeJSAT SHOW IS FOR FREE!  You can interact just registrating on CHATURBATE. https://t.co/8qUdmQrhR8,[],[]
440,Why is this man pottering around as the second lead?! His sense of street style is awesome. I ve been following him on IG for a few years. His eye for aesthetics/ framing/ color   is superior.   #ErsinAr c  in #Yal  apk n  is showcasing a wonderful character   @ErsinARC   https://t.co/hOjS47VCeV,"['#ErsinAr', '#Yal']",['@ErsinARC']
441,hand and touches your hea u o x #                  R I Lrt    https://t.co/5AKuyctNRB,[],[]
442,Trying this @0xKongy @astrit dibrani @LuizMatheusDel2 @RodolfoBibolot1 @superlative db @BigFloppaEth @simofforla21 @h1 l31 @nftrev0lution @carlosaavedr @ranist36 @KeikoEth https://t.co/wLJOBQ8qG1,[],"['@astrit', '@LuizMatheusDel2', '@RodolfoBibolot1', '@superlative', '@BigFloppaEth', '@simofforla21', '@h1', '@nftrev0lution', '@carlosaavedr', '@ranist36', '@KeikoEth']"
443,31/22 r16  There is no white time in the dark world  #   #   #   https://t.co/EY9RmPQoBa,[],[]
444,Stroud ain t the best. Bryce is the best. Stroud is the safest bet though if we are being realistic. https://t.co/GobMegKEKn,[],[]
445,We've taken it to the Lord in Prayer @ChelseaFC ... I'm the bald guy .. https://t.co/ixCJT4SFDI,[],['@ChelseaFC']
446,"Don't stop dreaming until you achieve them, baby Char!  BABY CHARLOTTE #               #             https://t.co/ky1dVC1sVS",[],[]
447,"@BerserkerNorse LMFAO,    me either. I Just followed you blue friend @BerserkerNorse after a brief profile vet. I would love to have a FollowBack from you after you vet my profile.  Just looking for new blue friends on Twitter to talk to.",[],"['@BerserkerNorse', '@BerserkerNorse']"
448,@zee ali17 @masoomgs Ye le lode... https://t.co/LxkoXjLsnW,[],"['@zee', '@masoomgs']"
449,SOUND LIKE ME https://t.co/eMamnQae91,[],[]
450,Mortimer Smedley Smedley Woolf #    Mortimer Abbot(t) # M https://t.co/9Rq0Q2KxLW,[],[]
451,@thefapband And there s no vaccine https://t.co/uCQGJwFvH4,[],['@thefapband']
452,u can tell that he s scared   leave them alone. https://t.co/NkeBNFrgkJ,[],[]
453,My favorite straight edge human https://t.co/WapepkrSMT,[],[]
454,I can t tell if he genuinely believes the midfield is strong enough or he s being a yes man to the owners     https://t.co/vJht2CA0hz,[],[]
455,Do you like my pokemon?     #   #  SPA #     https://t.co/g581zB7xca,[],[]
456,"@BerryJoyful  Your art style is so pretty! :0 I'd love to be moots, here are some of my recent pieces! https://t.co/HCm7FCEq0Q",[],['@BerryJoyful']
457,Screaming crying and kicking my feet look how fucking cool https://t.co/x0bNhRvSTV,[],[]
458,7B34AF0E :Battle ID I need backup! Lvl 150 Proto Bahamut https://t.co/bRVxw3ValH,[],[]
459,Do you like my pokemon?     #     #   #  spa https://t.co/nYRFhdeZVD,[],[]
460,tough they are!                                     IHERB Code is (( DKH6146 ))  enjoy               promocode voucher coupon dicounts offers perfume promo Vitamin herbs Supplements         If you take it so much you will die #IHERB  #DKH6146 https://t.co/VEGmad51eB,"['#IHERB', '#DKH6146']",[]
461,#   #   #   https://t.co/xrtV1PWw54 Western maintain morning not scientist court computer.      ,[],[]
462,Men never cared about hairy coochie https://t.co/fb0HlZPrmG,[],[]
463,Do you like my pokemon?     #     #  SPA #   https://t.co/B3VXkShPOj,[],[]
464,Yes!  My favourite show on TV right now. I've already watched the first season three times. https://t.co/q7IlouF6a2,[],[]
465,Do you like my pokemon?     #   #   #   https://t.co/9w7GyX5s4E,[],[]
466,@Ililysunray Activate 4WD https://t.co/7EKkfZYMnC,[],['@Ililysunray']
467,"@MinoGamesInc You can earn up to 100  500  daily returns from spot and futures trading with our daily profitable signals.     Want to join our free Telegram channel, click on the link     https://t.co/J99YkpvNIS https://t.co/2SOc91sZsC",[],['@MinoGamesInc']
468,Appreciate the feedback all.  lt 3 https://t.co/Ht7G9t1suy,[],[]
469,"@sjp34020004 Sir, we request you to please share the journey details (PNR/UTS No.) and Mobile No. with us via DM. You may also raise your concern directly on https://t.co/JNjgaq11Jl or dial 139 for speedy redressal.   https://t.co/utEzIqAAkm",[],['@sjp34020004']
470,"A lot of people seem to be having a hard time associating death by Covid and the vaccines to the conspiracy of the World Economic Forum strategy of reducing country populations, to  save the earth  from those pesky humans.  A simple graph tells all you need to know. https://t.co/DNixcxp7VW",[],[]
471,Do you like my pokemon?     #   #  SPA #     https://t.co/HEeM4lUD2R,[],[]
472,FaraAstridBessFannie    #    #   https://t.co/j8SzahNZTa,[],[]
473,Do you like my pokemon?     #   #     #  SPA https://t.co/uid7brWkff,[],[]
474,     I love Michelle bad https://t.co/VOPWx7XGoU,[],[]
475,I don't think you realise how easy money this is @branavann @bennyretired @frSchio @vivekanandg999 @Degenerarte @JosephKimbamba @Pejuang 74 @liquidmarkets @AHajou @fj augustine @Minhhoang1308 @Peer2peerE https://t.co/iGeKfaoL0J,[],"['@branavann', '@bennyretired', '@frSchio', '@vivekanandg999', '@Degenerarte', '@JosephKimbamba', '@Pejuang', '@liquidmarkets', '@AHajou', '@fj', '@Minhhoang1308', '@Peer2peerE']"
476,blan https://t.co/J9ihaKO6lj,[],[]
477,Maybe because they want schools to focus on education instead of telling their first grader they can change genders. https://t.co/e8bBMXn0mE,[],[]
478,I am literally dead. @PhilRosenthal rocks!     https://t.co/Z6FiKeBFEL,[],['@PhilRosenthal']
479,Patrick Stilwell Walter Veblen Kay Edith      #   https://t.co/90eVhOSw0p,[],[]
480,1/13 zz655  The two men shone into each other  #   #   #   https://t.co/yJ1dysxFo3,[],[]
481,If we being honest https://t.co/6MBgtlypuO,[],[]
482,1/12 x2  What is wrong may not be wrong at all  #   #   #   https://t.co/8QWXIUM84I,[],[]
483,#ZEC This guy hands out cash all day with his signals!! Entries and exits posted faithfully everyday!!! #BTC #ETH #cryptoAlerts https://t.co/hmjWHg6slM,"['#ZEC', '#BTC', '#ETH', '#cryptoAlerts']",[]
484,Monolith X Airdrop is now live! @ KingYin  @HobbieGhm @ydollasign6 @CryptoSlaman @NabilTaider @Raz 93  @ThePixeLLabSaga @ARostoker @Nater T8er @nathmyex @xayden opry @HELLOPARIN https://t.co/B90boOWOhY,[],"['@HobbieGhm', '@ydollasign6', '@CryptoSlaman', '@NabilTaider', '@Raz', '@ThePixeLLabSaga', '@ARostoker', '@Nater', '@nathmyex', '@xayden', '@HELLOPARIN']"
485,Zdf won't accept a power change https://t.co/n4vGedv7Gs,[],[]
486,           . . . this is the last time he visits Vegeta and his family after smoothing over their history.    https://t.co/Yiac7jMyli https://t.co/FA1BFcKS7V,[],[]
487,Do you like my pokemon?     #   #     #  SPA https://t.co/nctBHpTKOz,[],[]
488,@TwitterGaming Help bring Portal of Warlords to life     Sign up now and support our @Indiegogo crowdfunding campaign launching 17 January     https://t.co/KSabGNSuVD 9723 https://t.co/J38REErDS5,[],"['@TwitterGaming', '@Indiegogo']"
489,WB needs to throw a budget at an animated Harry Potter https://t.co/q6hq9xQvEI,[],[]
490,@JoJoFromJerz This you? You didn t get the fake vaxx until your leaders told you too. Go away Grifter https://t.co/SxcXtu1CeR,[],['@JoJoFromJerz']
491,@fsnakazibwe For once my support is with Manu tomorrow https://t.co/kCNDlIfcLe,[],['@fsnakazibwe']
492,Reminding everyone how much I love him.                                  https://t.co/Esd6hVoK5K,[],[]
493,Spotted:    CL 600 2D24   BOMBARDIER INC      AMERICAN AIRLINES INC   JIA5336   A7DEC2   https://t.co/NEK8H2zfVD https://t.co/KNvhQyiQxk,[],[]
494,Jaffa baba   Back in action https://t.co/7KbwM5xkza,[],[]
495,"cHx amp gAB1wf Mauris effi  citur lorem sed dolor accumsan, sed tempus arcu tristique # s #   #               https://t.co/4mYuWVTIwF",[],[]
496,free them all https://t.co/aqFlusJskP,[],[]
497,#BiggBossTamil6  Aunty twisting words    https://t.co/d0EF0UWSFY,['#BiggBossTamil6'],[]
498,@tos 86EBC58C :Battle ID I need backup! Lvl 150 Proto Bahamut https://t.co/92qcE6NcOu,[],['@tos']
499,One dude throwing spinning back kicks and dude who was getting hit by them just gave a spinning back fist to a random chick bro wtf     https://t.co/x5Umcw3GDO,[],[]
500,1/13 zz2992  (The two people shine into each other  #   #   #   https://t.co/bm9RLD6dJN,[],[]
501,kangennn class of '21 t t https://t.co/72D6fQcIF1,[],[]
502,Im too scared to ask https://t.co/0K0agKBSa7 https://t.co/4rhejxAW6b,[],[]
503,Dear ones @elonmusk @Twitter @TwitterMENA @TwitterSupport  @SalmaMMMT account has been suspended 9 day ago  And without any reasons     https://t.co/2hbovFw8iM,[],"['@elonmusk', '@Twitter', '@TwitterMENA', '@TwitterSupport', '@SalmaMMMT']"
504,2023 he is about to make real Noise    https://t.co/ZOZAMOzS6S,[],[]
505,The shape is a sculpture worthy https://t.co/xPdB3DJWql,[],[]
506,"Meanwhile, Ario Anindito is a professional comic artist who contributed some of the biggest comic brands such as Marvel, DC, and Boom! Studio. #LOG #ETH  #NFTshill https://t.co/j5UNs1iQ7X","['#LOG', '#ETH', '#NFTshill']",[]
507,Yeah. Using this Twitter app ain t for me. I need my Tweetlogix back,[],[]
508, Quit your nicotine addiction by getting addicted to caffeine!  https://t.co/wEzbM5dCJN,[],[]
509,Do any of you know what the eligibility is based on? @AaronAn52029038 @AtchaMicael @ApijaRini @linhluo07118790 @VoicaAdi @DalglieshSo @Jasonchou8999 @China Day  @oderzide @alexvatlin9 @ndonga raphael @CryptoKobzar @Red Azure 1990 @lukchtp @ranaintzar351 @anthsalce26 https://t.co/kCAG5rOFlU,[],"['@AaronAn52029038', '@AtchaMicael', '@ApijaRini', '@linhluo07118790', '@VoicaAdi', '@DalglieshSo', '@Jasonchou8999', '@China', '@oderzide', '@alexvatlin9', '@ndonga', '@CryptoKobzar', '@Red', '@lukchtp', '@ranaintzar351', '@anthsalce26']"
510,"He only started talking to you because he wanted to fvck. If you can't give him what he wants, why should he stay?? https://t.co/jZHHZRhhYx",[],[]
511,years ago. Thelloir co1   Dear Jhon  8.8Z31AA4  #   #   #    https://t.co/TPrH811ujs,[],[]
512,"@rareexports @meljomur @PoliceScotland They had wood carved into the shape of a gun, how could anyone resist posing for a photo with one when that's what they have the props there for. https://t.co/QRd7DBErzS",[],"['@rareexports', '@meljomur', '@PoliceScotland']"
513,sticks together in                                    IHERB Code is (( DKH6146 ))  enjoy               promocode voucher coupon dicounts offers perfume promo Vitamin herbs Supplements         Brains x Beauty x Availability   Constant. https://t.co/aG1B221fiK,[],[]
514,Do you know the top tips  amp  tricks for a successful investigation? Click the link below for the full lowdown: https://t.co/ju644TOeKF https://t.co/23sch8vKdN,[],[]
515,The  W x #                  R I Lonly present love demands is love    https://t.co/r7s1nf1m33,[],[]
516,"To the most talented and sweetest person, happiest birthday to you!!   You're such a great influence on everyone around you. I'm so proud how much you grew as an artist. I can't wait to witness all the success you deserve    Happy birthday, my sunshine! I love u so much!!!   https://t.co/lcE9hGDbo2",[],[]
517,#   #   #    https://t.co/l368OERDIL Recent whom process want.      ,[],[]
518,Cheryl Anthony Dominic Sheridan  https://t.co/BkmgrntO2O  #3D    #   ,[],[]
519,  Todd Pope  #    #      https://t.co/rQ17MTGA9b,[],[]
520,Most of the names given to our towns are Cosmological names. https://t.co/n8m9komsCY,[],[]
521,Fireable offense by the coach here. https://t.co/oOSvvNbIVb,[],[]
522,9S.e1 Check your answers with mine.          #      #                             https://t.co/tyFlJpDTHI,[],[]
523,oh how i loved mona https://t.co/IxiCu5wyUO,[],[]
524,  Truda Bradley  #    #      #  SPA  https://t.co/e3jU11zD5B,[],[]
525,twitter     https://t.co/CQOODeNVku,[],[]
526,3 quarters done! https://t.co/zz2YheLRFE,[],[]
527,"From my #alexross collection   Marvels issue one page  signed Kingdom Come,  amp  signed @KurtBusiek #astrocity (also signed by Busiek  amp  Anderson). All books bought new off the rack in Manchester, CT. Screw grading I ll read them again! https://t.co/I004TeMHhW","['#alexross', '#astrocity']",['@KurtBusiek']
528,NEW JEANS Cookie was cute but I hate the rest of their songs I can t find to stan them cause they are like a knockoff of flo https://t.co/PelMwZ5SfT,[],[]
529,New Haven Healthy Start (NHHS) Director Natasha Ray (right in photo) has been named to the board of directors for the  National Healthy Start Association (NHSA). Congratulations Natasha! Read more here: https://t.co/hkxuDeG7rc https://t.co/jUf5jba4q2,[],[]
530,"With women s football in the best position it's ever been in, we re speaking to @Cheryl foster8 about her career, and love for the beautiful game   . If you re keen to hear more about how you can turn your passion into a career, sign up for our talk here: https://t.co/bjX0juvZd8 https://t.co/5u9SCioBF9",[],['@Cheryl']
531,you CAN have nen that leans towards something else but they have to be the neighboring abilities or they'll be weak as shit and she deff wasn't weak  and tbh even tho it was electricity thing i do feel like manipulation would've fit her more https://t.co/LMpvGc2NRJ,[],[]
532,Welcome to @Sentinels. If you support @shroud it will be a good run! https://t.co/36GKavh0ZL,[],"['@Sentinels', '@shroud']"
533,"Of course, had to be Mike, had to be on Friday the 13th smh  https://t.co/FpHBaJrUOr",[],[]
534,If you want to know what this recommendation  amp  future tips of the day are then follow me on other more responsibly managed (I can't believe I'm saying that!) social networks. If you want to avoid the algorithms then try Mastodon  amp  the blog. Links in the profile. https://t.co/0KCzEbsIqm,[],[]
535,Promote it on @nftssaga https://t.co/XItkACAz2G,[],['@nftssaga']
536,if only there was a girls only gym  https://t.co/TyGqomIlOi,[],[]
537,Part   01 https://t.co/Ul5A5b3rIR,[],[]
538,Friday weather forecast at the Sony Open in Hawaii https://t.co/xjg7VdIz9O,[],[]
539,"@RyoshiResearch  When R speaks of name misspellings is R talking about the Gods of ""the religions"" other than I AM (IS)?   https://t.co/F5cuBfDEj6",[],['@RyoshiResearch']
540,are you eligible? I am not ): @abdul gujrut @sabina38728101 @rvzp0 @oIeksa @BenzoGangg @AliMust42320013 @Ratuu1501 @Icaro4ndrade @Rokhim171 @Olga64404811 @jayeshkoriya @zucksegg @saziusmunaroh @MichaelBscx @decryptopodcast @francis parsiq https://t.co/6sRNzy8jXy,[],"['@abdul', '@sabina38728101', '@rvzp0', '@oIeksa', '@BenzoGangg', '@AliMust42320013', '@Ratuu1501', '@Icaro4ndrade', '@Rokhim171', '@Olga64404811', '@jayeshkoriya', '@zucksegg', '@saziusmunaroh', '@MichaelBscx', '@decryptopodcast', '@francis']"
541,Getting red a functional basic appliances that have run throughout the century perfectly is an idea that will place digital appliances above gas or any other. This will allow government agencies to control how we live. https://t.co/SjBP2Jvo3D,[],[]
542,"  BAD BLOOD  Boxxer have confirmed that they will be going to Glasgow on March 4th, with the headliner being Josh Taylor vs Jack Catterall 2.  Thoughts?  #Boxing #TaylorCatterall2 https://t.co/Ad2myl9A3t","['#Boxing', '#TaylorCatterall2']",[]
543,Let us celebrate the auspicious occasion together. Wishing everyone #HapppyLohri #HappyMakarSankranti #HappyPongal  #MakarSankranti #MakarSankranti2023 #Pongal2023 #Lohri2023 #festivalsofIndia #harvestseason #lohri #pongal #festivalcelebration https://t.co/ksyoN0sHIs,"['#HapppyLohri', '#HappyMakarSankranti', '#HappyPongal', '#MakarSankranti', '#MakarSankranti2023', '#Pongal2023', '#Lohri2023', '#festivalsofIndia', '#harvestseason', '#lohri', '#pongal', '#festivalcelebration']",[]
544,"""I was waiting for the National Guard, and I still was waiting for 911, paramedics, fire...,"" she said. ""I was waiting for anybody, and nobody ever came."" https://t.co/XZLp2Q2Mwm",[],[]
545,Winter Open House! Sign up at https://t.co/Qzjw3am6HZ https://t.co/emgEAvF2Bo,[],[]
546,From the worst of humanity to the best. Have tissues ready.      https://t.co/bqxqxNpm62,[],[]
547,Not a statpadder.. Not no.1 in the rankings.. not a captain..  JUST A MATCH FINISHER !  #NZvsPAK #PakvsNZ #BabarAzam https://t.co/glIBUJWGHr,"['#NZvsPAK', '#PakvsNZ', '#BabarAzam']",[]
548,No doubt https://t.co/vS5ZJuGvDX,[],[]
549,Nice balls... Ill be taking those!  https://t.co/WvshuHnBox,[],[]
550,Oooh this was fun even if idk who tf this is https://t.co/H8v0DChdz5,[],[]
551,My Kindergarteners at Sixth District Elementary made @Bengals posters today in art!!! WHOO DEYYY   One student asked if we could go on a field trip to the game!   @JoeyB @teehiggins5 @McPherson Evan @Sam Hubbard  @Real10jayy   @Joe MainMixon @samajp32 @EliApple @covkyschools https://t.co/sm8xT1tKgp,[],"['@Bengals', '@JoeyB', '@teehiggins5', '@McPherson', '@Sam', '@Real10jayy', '@Joe', '@samajp32', '@EliApple', '@covkyschools']"
552,Why are they stupidly glaring eachother while they're literally going to death? I hate them so much i want to bite them https://t.co/sUGmilIXSe,[],[]
553,Background practice #art https://t.co/wTon6zzlWi,['#art'],[]
554,@FantasyFigments Here's my new favourite pet dragon https://t.co/3AIT1z744V,[],['@FantasyFigments']
555,This! https://t.co/IpGPwbzYev,[],[]
556,"I'm finally out of the hospital. I don't think I ever will find the right words to thank you all for the time, support and prayers you've given me throughout the whole ordeal, but just understand that in each piece of work and every single project, I'll be thinking of you.       https://t.co/7Wkft1BzTj",[],[]
557,@Vecindario65 82 Thank you for helping spread the word about programs offered at our Stanaker Neighborhood Library! We appreciate it. https://t.co/OjhVKD1N4T,[],['@Vecindario65']
558,New Tophouse EP? https://t.co/bYYfFYoAeD,[],[]
559,I m anxious https://t.co/8dHsjO3idy,[],[]
560,BethanyLesliePhoebeCaretaker    #     #   https://t.co/yBqEzrtcHd,[],[]
561,"@dayoisrael And the children of the top dogs are called  Young Statemen  placed to take over where their papa left.  U see say dem no rate una at all? No, una no go see am because na down payment for the corn wey una receive blind una eyes. Sheeeeepppps, ewure! https://t.co/OyrOqBudiP",[],['@dayoisrael']
562,@Lovelysubhaa happy weekend https://t.co/BKSA3nZ33J,[],['@Lovelysubhaa']
563,@rutilande Gophucyourself racist pieceofshit https://t.co/P27cDjgfTo,[],['@rutilande']
564,I was going to try to be better but I changed my mind I ll try again next year https://t.co/e9AoJivVQs,[],[]
565,"Yeah, uh, that's a dodge from me dawg #PS5Share #DeadbyDaylight https://t.co/g20q6oPKQ6","['#PS5Share', '#DeadbyDaylight']",[]
566,"This could be us but u playing,...  lt 3 https://t.co/PiWvRZcQgE",[],[]
567,Man draws the line somewhere.... https://t.co/LxlLgq1iud,[],[]
568,dj soda in the house  https://t.co/FoT9ZQw7Jr,[],[]
569,"Functional patent claims   Amgen v. Sanofi case before Supreme Court. Slides from our CLE yesterday: https://t.co/1kPtzAP6wV. Bottom line: case is dangerous, could upset patent system's delicate balance ... or not. https://t.co/kUHgbwjAe0",[],[]
570,Love is so hard but I want you to try. It's your mountains and rivers that burn my heart.  #ApoNattawinxDiorTaipei #Nnattawin @Nnattawin1 https://t.co/4t80ygNbuj,"['#ApoNattawinxDiorTaipei', '#Nnattawin']",['@Nnattawin1']
571,Despite the fact he dropped 29 G/A last season I was still campaigning on him to leave https://t.co/2tGFyQaB0b,[],[]
572,"don't even ask me why I have this many accs, it's getting out of hand https://t.co/nIZCNlzC3z",[],[]
573,@TONGTONG C Thank you kindly for @TONGTONG C for the give away and for hosting ILY:1 they are such lovely girls  amp  I'm wishing all the best for them for Twinkle Twinkle  #ILY1 TwinkleTwinkle TONGCUL https://t.co/cmPJVTaDMD,['#ILY1'],"['@TONGTONG', '@TONGTONG']"
574,"@leyzerok @AzukiOfficial FOUNDATION NFT COLLECTION  Market: @foundation  Name: Hot Girls Photo Blockchain: Ethereum Sale Price: 0,06  ETH Link: https://t.co/fnPVAaRKls  Token Standard: ERC 721 Owned by: hotgirlsphoto  #NFT #NFTs #HotGirlsPhoto #NFTCommunity #Ethereum https://t.co/YKA8mXrjIv","['#NFT', '#NFTs', '#HotGirlsPhoto', '#NFTCommunity', '#Ethereum']","['@leyzerok', '@AzukiOfficial', '@foundation']"
575,All the treasures p #      #     #      R I L of the earth     https://t.co/ItEUjIUXgn,[],[]
576,I would request @vinodscaria to organize a twitter space regarding this so that we can bring in better govt attention to what looks like a major scandal.,[],['@vinodscaria']
577,@soundsof cheol @BLACKPINKOLA @kchartsmaster @pledis 17 Midpink surpassed 100M views on yt with ease unlike 17  https://t.co/7MKTF9CHiG,[],"['@soundsof', '@BLACKPINKOLA', '@kchartsmaster', '@pledis']"
578,@TSwiftNewsFR TAYLOR GANG OR DIE https://t.co/INglGZNQDm,[],['@TSwiftNewsFR']
579,Baby https://t.co/w9wlwr9Bfp,[],[]
580,"Brain is so fried from learning about three different sciences at the same time. After I get this degree, I am never going back to school again https://t.co/KESy6z3g9g",[],[]
581,super #ErkanMeri  https://t.co/RQF3sN09qa,['#ErkanMeri'],[]
582,Thank you to @TheTelegraph   for featuring our collection of letters from the secretary of Edward VIII https://t.co/0sxkygW9sa,[],['@TheTelegraph']
583,@TaiyoPilots @meltytanti Based Melty https://t.co/PDqw9iK9DI,[],"['@TaiyoPilots', '@meltytanti']"
584,"their parasocial relationship to dream seems to be getting way out of hand    he doesn t know u  amp  he doesn t care abt u, he isnt ur bf, hope this helps! https://t.co/InNXHgz2cD",[],[]
585,#Varisu #Vaarasudu Varisu Leading Thunivu all over comfortably     https://t.co/ZfRzotay6s,"['#Varisu', '#Vaarasudu']",[]
586,"We have Apple, Microsoft, Google, Meta, and the rest growing fat and rich on stolen land, and look how the original people still live. Something isn't right. If the US is so righteous, why don't they pay the original people of America for living here? https://t.co/NtTWH6mWX4",[],[]
587,"Eritrea continues to commit atrocities, block humanitarian aid and massacres to extinct Tigrayans from their land. #IrobMassacre #800DaysOfTigrayGenocide @UN @hrw @amnesty @UN HRC @IntlCrimCourt @StateDept @MikeHammerUSA https://t.co/amZ6qfKjMc",['#IrobMassacre'],"['@UN', '@hrw', '@amnesty', '@UN', '@IntlCrimCourt', '@StateDept', '@MikeHammerUSA']"
588,"that's why no physical tasks in bb16, cause they know Shiv can destroy them all!   Task Slayer Shiv Thakare   #ShivThakare #BiggBoss16     https://t.co/OHzHNpkDkT","['#ShivThakare', '#BiggBoss16']",[]
589,#hailstate #seized #news #ukraine #usa #women #crypto #russia #pfizer #usps #omnicron #Hunterslaptop #Laptop #cordea #fridaymorning #cutch This is why no sane person watch's these shows.  Highlighting a Satan worshiping dictator https://t.co/5H7L6GgBQq,"['#hailstate', '#seized', '#news', '#ukraine', '#usa', '#women', '#crypto', '#russia', '#pfizer', '#usps', '#omnicron', '#Hunterslaptop', '#Laptop', '#cordea', '#fridaymorning', '#cutch']",[]
